cinema_name,street,suburb,postcode,cinema_type,latitude,longitude,state
Lawson,Corner of Lawson Square and Gibsons Street,Redfern,2016,Indoor Cinema,-33.891638,151.2001,NSW
Metro,Waterloo Road,Chullora,2190,Drive-In,-33.891032,151.06022099999998,NSW
Empire,303 Cleveland Street,Redfern,2016,Indoor Cinema,-33.890576,151.208913,NSW
Hoyts,182 Oxford Street,Woollahra,2025,Indoor Cinema,-33.8903573,151.23600369999997,NSW
Kings,132 Roscoe Street,Bondi Beach,2026,Indoor Cinema,-33.890265,151.274422,NSW
Grosvenor,1 Sloane Street,Summer Hill,2130,Indoor Cinema,-33.890058,151.139489,NSW
Kings,Liverpool Road,Ashfield,2131,Indoor Cinema,-33.889878700000004,151.1269148,NSW
Premier,525 Crown Street,Surry Hills,2010,Indoor Cinema,-33.889657,151.213148,NSW
Pacific (Open-Air),"Behind Pavillion, Bondi Beach",Bondi Beach,2026,Open Air Cinema,-33.889654,151.278271,NSW
Theatre,nan,Warragamba Dam,2752,Indoor Cinema,-33.88935,150.60311399999998,NSW
Six Ways,Corner of O'Brien and Hall Streets,Bondi Beach,2026,Indoor Cinema,-33.889198,151.27031100000002,NSW
Warragamba,"Corner of Fifteenth, Nineteenth and Third Streets",Warragamba,2752,Indoor Cinema,-33.88905,150.603294,NSW
Hoyts,270 Liverpool Street,Ashfield,2131,Indoor Cinema,-33.888206,151.123743,NSW
Strand,277 Parramatta Road,Leichhardt,2040,Indoor Cinema,-33.887715,151.161927,NSW
Oxford,383-385 Oxford Street,Paddington,2021,Indoor Cinema,-33.8866783,151.2295004,NSW
Savoy,Liverpool Road,Enfield,2136,Indoor Cinema,-33.886562,151.0968024,NSW
Royal,Corner of Chester Hill and Wellington Roads,Chester Hill,2162,Indoor Cinema,-33.884515,151.000352,NSW
M. Hunter,25 Arundel Street,Forest Lodge,2037,Touring Circuit,-33.88451,151.190078,NSW
Broadway,173 Broadway,Ultimo,2000,Indoor Cinema,-33.884209999999996,151.196678,NSW
Broadway,Corner of Parramatta Road and Mountain Street,Broadway,2007,Indoor Cinema,-33.884206,151.196345,NSW
Orion,282 Canley Vale Road,Canley Heights,2166,Indoor Cinema,-33.883934,150.924153,NSW
Marlborough,21 Marlborough Street,Leichhardt,2040,Indoor Cinema,-33.88264,151.155605,NSW
De Luxe,2 Meta Street,Croydon,2132,Indoor Cinema,-33.882363,151.116035,NSW
Empire,107 Quay Street,Haymarket,2000,Indoor Cinema,-33.882335999999995,151.20371799999998,NSW
Five Ways,220 Glenmore Road,Paddington,2021,Indoor Cinema,-33.882156,151.2278324,NSW
Olympia,3A Oxford Street,Paddington,2021,Indoor Cinema,-33.881906,151.21948999999998,NSW
Olympia,73-77 Booth Street,Annandale,2038,Indoor Cinema,-33.881786,151.17248899999998,NSW
Lyric,745 George Street,Haymarket,2000,Indoor Cinema,-33.881646,151.204584,NSW
Astor,nan,Glebe,2037,Indoor Cinema,-33.881128000000004,151.18831799999998,NSW
New Arts Cinema,nan,Glebe,2037,Indoor Cinema,-33.880817,151.187806,NSW
Elite,155 Ramsay Street,Haberfield,2045,Indoor Cinema,-33.880088,151.138675,NSW
Palladium,681 George Street,Haymarket,2000,Indoor Cinema,-33.879736,151.205178,NSW
Civic,681 George Street,Haymarket,2000,Indoor Cinema,-33.879733,151.205175,NSW
Capitol,"19 Campbell Street (Capitol Square, corner of Hay Street)",Haymarket,2000,Indoor Cinema,-33.879653999999995,151.205984,NSW
"Keevers, R. J.",82 Cheltenham Road,Croydon,2132,Touring Circuit,-33.879618,151.11157,NSW
Park,Oxford Street,Darlinghurst,2010,Indoor Cinema,-33.879571,151.215596,NSW
Maccabean,140 Darlinghurst Road,Darlinghurst,2010,Indoor Cinema,-33.878840999999994,151.220074,NSW
Palatial,22 Railway Road,Burwood,2134,Indoor Cinema,-33.877787,151.104922,NSW
Vogue,New South Head Road,Double Bay,2028,Indoor Cinema,-33.877784999999996,151.243078,NSW
Astor,nan,Burwood,2134,Indoor Cinema,-33.877555,151.103705,NSW
Hoyts,445 New South Head Road,Double Bay,2028,Indoor Cinema,-33.8774581,151.2441541,NSW
Tatler,205 Liverpool Street,Sydney,2000,Indoor Cinema,-33.877008000000004,151.211452,NSW
Victory,527 George Street,Sydney,2000,Indoor Cinema,-33.875676,151.206333,NSW
Plaza,600 - 610 George Street,Sydney,2000,Indoor Cinema,-33.87551,151.206467,NSW
Paramount,525 George Street,Sydney,2000,Indoor Cinema,-33.875502000000004,151.20630400000002,NSW
Kings,Old South Head Road,Rose Bay North,2029,Indoor Cinema,-33.8749404,151.272615,NSW
Century,586 George Street,Sydney,2000,Indoor Cinema,-33.874832,151.206776,NSW
Lido,588 George Street,Sydney,2000,Indoor Cinema,-33.874782,151.206735,NSW
Kings Cross,Corner of Victoria Street,Kings Cross,2011,Indoor Cinema,-33.8747127,151.2221669,NSW
Regent,487 George Street,Sydney,2000,Indoor Cinema,-33.874532,151.206757,NSW
Gaiety,nan,Kings Cross,2011,Indoor Cinema,-33.874146,151.222286,NSW
Newsreel,nan,Kings Cross,2011,Indoor Cinema,-33.873740999999995,151.2224,NSW
Esquire,303 - 305 Pitt Street,Sydney,2000,Indoor Cinema,-33.873445000000004,151.20779199999998,NSW
El Rancho,Hamilton Road,Fairfield,2165,Drive-In,-33.872925,150.94546499999998,NSW
Ascot,254 Pitt Street,Sydney,2000,Indoor Cinema,-33.872879299999994,151.2082632,NSW
Variety,238 Pitt Street,Sydney,2000,Indoor Cinema,-33.872263000000004,151.208316,NSW
Minerva,26-30 Orwell Street,Kings Cross,2011,Indoor Cinema,-33.872093,151.22466599999998,NSW
Liberty,232 Pitt Street,Sydney,2000,Indoor Cinema,-33.872084,151.208573,NSW
Palace,261 Pitt Street,Sydney,2000,Indoor Cinema,-33.87203,151.208153,NSW
News-Luxe,234 Pitt Street,Sydney,2000,Indoor Cinema,-33.87202,151.20819,NSW
Metro,Corner of Orwell Lane and Orwell Street,Potts Point,2011,Indoor Cinema,-33.871986,151.224523,NSW
Lyceum,212 - 214 Pitt Street,Sydney,2000,Indoor Cinema,-33.871752,151.20846,NSW
Globe News,628 George Street,Sydney,2000,Indoor Cinema,-33.871548,151.206978,NSW
State,49 Market Street,Sydney,2000,Indoor Cinema,-33.870995,151.207377,NSW
State T'rette,49 Market Street,Sydney,2000,Indoor Cinema,-33.870929,151.207333,NSW
Crescent,The Crescent,Fairfield,2165,Indoor Cinema,-33.870703000000006,150.95558400000002,NSW
Wintergarden,614-622 New South Head Road,Rose Bay,2029,Indoor Cinema,-33.870697,151.267062,NSW
Melba,46 Moseley Street,Strathfield,2137,Indoor Cinema,-33.8705354,151.0949212,NSW
Saint James,113 Elizabeth Street,Sydney,2000,Indoor Cinema,-33.869962,151.209703,NSW
Embassy,79 Castlereagh Street,Sydney,2000,Indoor Cinema,-33.8697,151.209005,NSW
Mayfair,73 Castlereagh Street,Sydney,2000,Indoor Cinema,-33.86945,151.209583,NSW
World News,357 George Street,Sydney,2000,Indoor Cinema,-33.868161,151.206695,NSW
Prince Edward,38 Castlereagh Street,Sydney,2000,Indoor Cinema,-33.868127,151.209832,NSW
Victory,First Avenue,Five Dock,2046,Indoor Cinema,-33.866860100000004,151.1299812,NSW
Regal,116 Great North Road,Five Dock,2046,Indoor Cinema,-33.866456,151.13015,NSW
Savoy,27 Bligh Street,Sydney,2000,Indoor Cinema,-33.865651,151.21025500000002,NSW
Wynyard,283 George Street,Wynyard,2000,Indoor Cinema,-33.865404999999996,151.207041,NSW
Institute,nan,Bute,5560,Indoor Cinema,-33.865113,138.007923,SA
Vogue,57 Parramatta Road,Homebush,2140,Indoor Cinema,-33.8649841,151.0853832,NSW
Pink Lake,Freeman Street,Esperance,6450,Drive-In,-33.8635986,121.872656,WA
Hoyts,nan,Rozelle,2039,Indoor Cinema,-33.862981,151.170604,NSW
Cinema,129 Parramatta Road,Granville,2142,Indoor Cinema,-33.8599722,150.9480454,NSW
Arcadia,373 Gordon Road,Lidcombe,2141,Indoor Cinema,-33.8597855,151.0259278,NSW
R.A.O.B. Hall,Dempster Street,Esperance,6450,Indoor/Open Air Cinema,-33.859744799999994,121.8929067,WA
R.A.O.B. Hall,Dempster Street,Esperance,6450,Indoor Cinema,-33.8597445,121.8929064,WA
Amusu,Corner of Darling and Thornton Streets,Rozelle,2039,Indoor Cinema,-33.858981,151.172011,NSW
Cinema,Corner of Mimosa Road and Quarry Street,Bossley Park,2176,Indoor Cinema,-33.85759,150.89138400000002,NSW
Kings,Corner of Darling and Birchgrove Roads,Balmain,2041,Indoor Cinema,-33.8573854,151.180653,NSW
Progress,nan,Bossley Park,2176,Indoor Cinema,-33.857314,150.89153000000002,NSW
Regal,nan,Bossley Park,2176,Indoor Cinema,-33.856888,150.89158,NSW
Ritz,43 Majors Bay Road,Concord,2137,Indoor Cinema,-33.8567436,151.10350830000002,NSW
Hoyts,Corner of Darling and Rowntree Streets,Balmain,2041,Indoor Cinema,-33.856353999999996,151.177956,NSW
Regent,Corner of Guildford Road and O'Neill Street,Guildford,2161,Indoor Cinema,-33.853559999999995,150.98382900000001,NSW
Odeon,Corner of Lyons Road and Marlborough Street,Drummoyne,2047,Indoor Cinema,-33.85172,151.153523,NSW
Embassy,Corner of Queen Street,Auburn,2144,Indoor Cinema,-33.85146629999999,151.03287619999998,NSW
"Allan Jones, No. 2",nan,Cowamarup,6284,Touring Circuit,-33.851147999999995,115.102651,WA
Astra,233 Victoria Road,Drummoyne,2047,Indoor Cinema,-33.850215999999996,151.153688,NSW
Royal,307 Concord Road,Concord West,2137,Indoor Cinema,-33.848726,151.090053,NSW
H. F. Kanzler,Journal Street,Broomehill,6318,Touring Circuit,-33.8480907,117.63312579999999,WA
Institute,nan,Blyth,5462,Indoor Cinema,-33.8464179,138.48873899999998,SA
Crest,Corner of Blaxcell Road and Redfern Street,South Granville South,2142,Indoor Cinema,-33.846053000000005,151.00952900000001,NSW
South West Picture Co.,Blackwood Road,Greenbushes,6254,Touring Circuit,-33.84473,116.054854,WA
Rex,13 Military Road,Watsons Bay,2030,Indoor Cinema,-33.84437,151.284017,NSW
Capitol,nan,Caragabal,2810,Indoor Cinema,-33.843959000000005,147.740195,NSW
Pictures,Boomerang Street,Rankins Springs,2669,Indoor Cinema,-33.84169,146.261546,NSW
Tasma,Wallgrove Road,Wallgrove (Horsley Park),2175,Indoor Cinema,-33.84148,150.85394399999998,NSW
Orpheum,3-5 Pacific Highway,North Sydney,2055,Indoor Cinema,-33.840847,151.208714,NSW
North Line,nan,Clare,5453,Drive-In,-33.837927,138.61451100000002,SA
Merrylands,196 - 198 Merrylands Road,Merrylands,2160,Indoor Cinema,-33.836434999999994,150.989397,NSW
Savoy,155 Kendall Street,Cowra,2794,Indoor Cinema,-33.835306,148.694438,NSW
Cowra,56 Kendall Street,Cowra,2794,Indoor Cinema,-33.834314,148.688487,NSW
Castle,South Street,Granville,2142,Indoor Cinema,-33.83421,151.010972,NSW
Rourke's Circuit,Spring Street,Kojonup,6395,Touring Circuit,-33.833463,117.159044,WA
South West Picture Co.,nan,Boyup Brook,6244,Touring Circuit,-33.832927000000005,116.38841599999999,WA
Southern Cross,156 Military Road,Neutral Bay,2089,Indoor Cinema,-33.8308156,151.2209225,NSW
Palace,11 Jordan Street,Gladesville,2111,Indoor Cinema,-33.830251000000004,151.125976,NSW
Deep South,Sinclair Street,Esperance,6450,Drive-In,-33.829674600000004,121.8966078,WA
Classic,nan,Mosman,2088,Indoor Cinema,-33.829205,151.244025,NSW
Kinema,721 Military Road,Mosman,2088,Indoor Cinema,-33.8283436,151.2439619,NSW
Hoyts,721 Military Road,Mosman,2088,Indoor Cinema,-33.828339,151.243976,NSW
Kojonup,John Street,Kojonup,6395,Drive-In,-33.8280886,117.1658437,WA
Hoyts,6 - 10 Falcon Street,Crows Nest,2065,Indoor Cinema,-33.827495,151.201671,NSW
Dendy,nan,Crows Nest,2065,Indoor Cinema,-33.826831,151.20079199999998,NSW
Sesqui,360 Pacific Highway,Crows Nest,2065,Indoor Cinema,-33.826452,151.199408,NSW
Kings,742 Military Road,Mosman,2088,Indoor Cinema,-33.825877,151.243909,NSW
Orpheum,486 Military Road,Cremorne,2090,Indoor Cinema,-33.825549,151.233198,NSW
New Kings,7 Spit Road,Mosman,2088,Indoor Cinema,-33.823980999999996,151.242203,NSW
Town Hall,nan,Clare,5453,Indoor Cinema,-33.8224912,138.6017812,SA
Pictures,nan,Merriwagga,2652,Indoor Cinema,-33.819385,145.624266,NSW
Astra,Corner of Marsden and Macquarie Streets,Parramatta,2151,Indoor Cinema,-33.814771,151.00171699999999,NSW
Rio,26 Burns Bay Road,Lane Cove,2066,Indoor Cinema,-33.8145917,151.1686544,NSW
Roxy,69 George Street,Parramatta,2151,Indoor Cinema,-33.814182,151.005433,NSW
Civic,34 George Street,Parramatta,2151,Indoor Cinema,-33.813713,151.004234,NSW
Northbridge,Sailors Bay Road,Northbridge,2063,Indoor Cinema,-33.8118387,151.2173129,NSW
Rialto,Corner of Pope Street and Blaxland Avenue,Ryde,2112,Indoor Cinema,-33.810815999999996,151.10586899999998,NSW
Savoy,Hampden Street,Artarmon,2064,Indoor Cinema,-33.8094229,151.185652,NSW
Regent,Station Street,Wentworthville,2145,Indoor Cinema,-33.808268,150.971994,NSW
Royal,nan,West Ryde,2114,Indoor Cinema,-33.807534000000004,151.088552,NSW
Skyline,Cricketer's Arms Road,Blacktown,2148,Drive-In,-33.805589000000005,150.904178,NSW
Hoyts,nan,Willoughby,2068,Indoor Cinema,-33.805229,151.199361,NSW
Royal,Corner of Mowbray and Willoughby Roads,Willoughby,2068,Indoor Cinema,-33.804952,151.207752,NSW
Skyline,Park Road,Dundas,2117,Drive-In,-33.801689,151.040494,NSW
Embassy,43 East Esplanade,Manly,2095,Indoor Cinema,-33.799622,151.285354,NSW
S/Arts,Old Great Western Highway,Prospect,2148,Indoor Cinema,-33.799305,150.926692,NSW
Metro,nan,Manly,2095,Indoor Cinema,-33.799219,151.286595,NSW
Century,nan,Manly,2095,Indoor Cinema,-33.79855,151.28615,NSW
Rialto,74 The Corso,Manly,2095,Indoor Cinema,-33.797948999999996,151.287318,NSW
Kings,10 Railway Street,Chatswood,2057,Indoor Cinema,-33.796708,151.180169,NSW
New Manly,36 Belgrave Street,Manly,2095,Indoor Cinema,-33.796065000000006,151.285379,NSW
Khartoum (Open),nan,North Ryde,2113,Open Air Cinema,-33.795867,151.12317099999999,NSW
Esquire,397 Victoria Avenue,Chatswood,2057,Indoor Cinema,-33.795825,151.18459,NSW
Arcadia,Victoria Avenue,Chatswood,2057,Indoor Cinema,-33.7948213,151.1867119,NSW
Balgowlah,318 Sydney Road,Balgowlah,2093,Indoor Cinema,-33.794458,151.26550600000002,NSW
"Allan Jones, No. 2",nan,Jarrahwood,6275,Touring Circuit,-33.7944338,115.66333030000001,WA
Gothic,305 Penshurst Road,Willoughby,2068,Indoor Cinema,-33.793784,151.19614099999998,NSW
Odeon,160 Rowe Street,Eastwood,2122,Indoor Cinema,-33.791610999999996,151.081067,NSW
Cinema,Aurelia Street,Toongabbie,2146,Indoor Cinema,-33.787853000000005,150.950355,NSW
South West Picture Co.,nan,Balingup,6253,Touring Circuit,-33.7869723,115.98438429999999,WA
West's Hall,nan,Balingup,6253,Indoor Cinema,-33.7869719,115.98438390000001,WA
A. E. Randell,nan,Balingup,6253,Touring Circuit,-33.7869715,115.98438349999999,WA
Rocket,Portico Parade,Toongabbie,2146,Indoor Cinema,-33.786907,150.950969,NSW
Roseville,112 Pacific Highway,Roseville,2069,Indoor Cinema,-33.784228999999996,151.176358,NSW
Cinema,nan,Snowtown,5520,Indoor Cinema,-33.783038,138.21373400000002,SA
Skyline,Waterloo Road,North Ryde,2113,Drive-In,-33.782359,151.12481200000002,NSW
Institute,nan,Snowtown,5520,Indoor Cinema,-33.782139,138.21424199999998,SA
North Beaches,nan,Queenscliff,2096,Indoor Cinema,-33.781277,151.283954,NSW
Kings,376 Pacific Highway,Lindfield,2070,Indoor Cinema,-33.775104,151.168441,NSW
Epping,47 Beecroft Road,Epping,2121,Indoor Cinema,-33.773198,151.081729,NSW
Regal,Corner of Rooty Hill Road South and Barker Road,Rooty Hill,2766,Indoor Cinema,-33.773001,150.844847,NSW
Vogue,Mount Druitt Road South,Mount Druitt,2770,Indoor Cinema,-33.772721999999995,150.811263,NSW
Seven Hills,Artillery Crescent,Seven Hills,2147,Indoor Cinema,-33.771485,150.93603000000002,NSW
Warrick,Corner of Main Street and Warrick Lane (west),Blacktown,2148,Indoor Cinema,-33.770652,150.910134,NSW
Cinema,Great Western Highway,Saint Marys,2760,Indoor Cinema,-33.769994,150.773448,NSW
Starline,O'Connell Street,Penrith,2750,Drive-In,-33.769758,150.73386200000002,NSW
New Crown,143 - 147 Queen Street,Saint Marys,2760,Indoor Cinema,-33.766384,150.773686,NSW
School of Arts,Great Western Highway,Glenbrook,2773,Indoor Cinema,-33.765240999999996,150.621982,NSW
Cinema,Pittwater Road,Brookvale,2100,Indoor Cinema,-33.762388,151.271275,NSW
Pictures,4 Starkey Street,Forrestville,2087,Indoor Cinema,-33.761348999999996,151.215738,NSW
Castle Hill,Corner of Old Northern and Windsor Roads,Castle Hill,2154,Indoor Cinema,-33.761222,150.99252099999998,NSW
Kings,43 Werona Avenue,Gordon,2072,Indoor Cinema,-33.760847,151.158937,NSW
Nepean,362 - 368 High Street,Penrith,2750,Indoor Cinema,-33.754216,150.69878799999998,NSW
Dee Why,nan,Dee Why,2099,Indoor Cinema,-33.753562,151.28614,NSW
Odeon,896 Pittwater Road,Dee Why,2099,Indoor Cinema,-33.752671,151.286926,NSW
Avon,67 Station Street,Penrith,2750,Indoor Cinema,-33.752365000000005,150.695177,NSW
Dungowan,nan,Penrith,2750,Indoor Cinema,-33.752078999999995,150.69098300000002,NSW
Skyline,French's Forest Road,French's Forest,2086,Drive-In,-33.750471999999995,151.238411,NSW
Forrestville Soldiers Memeorial Hall,nan,French's Forest,2086,Indoor Cinema,-33.750048,151.226244,NSW
Memorial,Rankin Street,Woodstock,2793,Indoor Cinema,-33.744011,148.84836,NSW
Odeon,nan,Collaroy,2097,Indoor Cinema,-33.731978999999995,151.30056000000002,NSW
Astra,Corner of Pennant Hills Road and Station Street,Thornleigh,2120,Indoor Cinema,-33.731972,151.079515,NSW
Public Hall,Pentland Street,Quakers Hill,2763,Indoor Cinema,-33.730159,150.889949,NSW
Empire,Lalor Road,Quakers Hill,2763,Indoor Cinema,-33.726403999999995,150.885894,NSW
Embassy,Katoomba Street,Katoomba,2780,Indoor Cinema,-33.721012,150.310206,NSW
Cinema,Corner of Windsor and Burns Roads,Kellyville,2155,Indoor Cinema,-33.720388,150.93795500000002,NSW
S/Arts,Great Western Highway,Lawson,2783,Indoor Cinema,-33.719224,150.429802,NSW
Savoy,Katoomba Street,Katoomba,2780,Indoor Cinema,-33.717199,150.310956,NSW
Trocodero Theatrette,Katoomba Street,Katoomba,2780,Indoor Cinema,-33.715447,150.311308,NSW
Roxy,15 Waterloo Street,Narrabeen,2101,Indoor Cinema,-33.713515,151.29966299999998,NSW
Liberty,The Mall,Leura,2780,Indoor Cinema,-33.712548999999996,150.331099,NSW
Wentworth,Great Western Highway,Wentworth Falls,2782,Indoor Cinema,-33.709339,150.37591799999998,NSW
Magna,Oberon Street,Oberon,2787,Indoor Cinema,-33.704929,149.862951,NSW
Pacific,Corner of Ashley and High Streets,Hornsby,2077,Indoor Cinema,-33.704907,151.097373,NSW
Hornsby,187 Pacific Highway,Hornsby,2077,Indoor Cinema,-33.702517,151.096608,NSW
Institute,Corner of Fourth Street and Birdseye Highway,Cleve,5640,Indoor Cinema,-33.702094,136.49371499999998,SA
Roxy,Railway Parade,Springwood,2777,Indoor Cinema,-33.701640000000005,150.573477,NSW
Institute,nan,Brinkworth,5464,Indoor Cinema,-33.694590000000005,138.40338500000001,SA
Hall,22 Austral Terrace,Katanning,6317,Indoor Cinema,-33.690604,117.554103,WA
Skyline,Macpherson Street,Warriewood,2102,Drive-In,-33.689658,151.29658,NSW
Rockley,nan,Rockley,2795,Indoor Cinema,-33.689233,149.563741,NSW
Institute,nan,Cowell,5602,Indoor Cinema,-33.683618,136.92490800000002,SA
Institute,nan,Burra,5417,Indoor Cinema,-33.682718,138.93796,SA
Strathfield,Corner of Oxley and Carew Streets,Katanning,6317,Drive-In,-33.68249229999999,117.5498493,WA
Olympia,Garfield Road,Riverstone,2765,Indoor Cinema,-33.679041999999995,150.862134,NSW
Aussie,Garland Road,Lyndhurst,2797,Indoor Cinema,-33.673294,149.047113,NSW
Busselton,Bussell Highway,Busselton,6280,Drive-In,-33.6579895,115.352372,WA
Open Air,Lots 79 and 80 Barrenjoey Road,Newport,2106,Open Air Cinema,-33.653982,151.321768,NSW
Regal & Gardens,Albert Street,Busselton,6280,Indoor/Open Air Cinema,-33.6521825,115.3449244,WA
Lincoln,Corner of Olive and Silver Streets,Mandurama,2792,Indoor Cinema,-33.650283,149.073442,NSW
Agricultural Hall,nan,Elliston,5670,Indoor Cinema,-33.649001,134.889553,SA
Victory,Wollongough Street,Ungarie,2669,Indoor Cinema,-33.639390999999996,146.974369,NSW
Avalon,39 Old Barrenjoey Road,Avalon,2107,Indoor Cinema,-33.636806,151.32888300000002,NSW
Victory,17 - 19 Govett's Leap Road,Blackheath,2785,Indoor Cinema,-33.636243,150.28571200000002,NSW
Rivoli,Windsor Road,Vineyard,2765,Indoor Cinema,-33.63021,150.843225,NSW
"Allan Jones, No. 2",nan,Dunsborough,6281,Touring Circuit,-33.6154902,115.1080017,WA
Mayfair,Lachlan Valley Way,Gooloogong,2805,Indoor Cinema,-33.613787,148.43539099999998,NSW
Victory,Icely Street,Carcoar,2791,Indoor Cinema,-33.611399,149.140096,NSW
Royal,George Street,Windsor,2756,Indoor Cinema,-33.607721000000005,150.81909199999998,NSW
Memorial Hall,nan,Glenorie,2157,Indoor Cinema,-33.601548,151.00784099999998,NSW
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Port Broughton,5522,Touring Circuit,-33.600502,137.933322,SA
Pictures,Old Northern Road,Glenorie,2157,Indoor Cinema,-33.600411,151.00701899999999,NSW
Regent,149 Windsor Street,Richmond,2753,Indoor Cinema,-33.597675,150.75366599999998,NSW
Institute,Harley Avenue,Mount Victoria,2786,Indoor Cinema,-33.58979,150.256092,NSW
Town Hall,nan,Ravensthorpe,6346,Indoor Cinema,-33.581610999999995,120.04810559999999,WA
South West Picture Co.,Bentley Street,Donnybrook,6239,Touring Circuit,-33.575896,115.80559029999999,WA
Institute,nan,Lock,5633,Indoor Cinema,-33.568193,135.757296,SA
Institute,nan,Booborowie,5417,Indoor Cinema,-33.563146,138.761483,SA
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Booborowie,5417,Touring Circuit,-33.56273,138.76365,SA
Strand,Gaskill Street,Canowindra,2804,Indoor Cinema,-33.562246,148.660443,NSW
H. F. Kanzler,Burt Road,Woodanilling,6316,Touring Circuit,-33.561798100000004,117.43176270000001,WA
Theatre,Putty Road,Wilberforce,2756,Indoor Cinema,-33.561178999999996,150.838223,NSW
Kurrajong,101 Old Bells Road,Kurrajong,2758,Indoor Cinema,-33.554957,150.664356,NSW
"Allan Jones, No. 2",Forrest Street,Capel,6271,Touring Circuit,-33.5549458,115.56329869999999,WA
Patonga,Brisk Street,Patonga,2256,Indoor Cinema,-33.55121,151.269849,NSW
Sea Breeze,nan,Patonga,2256,Indoor Cinema,-33.55121,151.2728,NSW
Pictures,Brooklyn Road,Brooklyn,2083,Indoor Cinema,-33.548482,151.22616299999999,NSW
Institute,nan,Redhill,5521,Indoor Cinema,-33.538662,138.22456599999998,SA
Blayney,Adelaide Street,Blayney,2799,Indoor Cinema,-33.532468,149.255253,NSW
Cinema,Corner of Mulhall Street and Wagstaffe Avenue,Wagstaffe,2257,Indoor Cinema,-33.52322,151.342617,NSW
Umina,Ocean Beach Road,Umina Beach,2257,Indoor Cinema,-33.521741999999996,151.316621,NSW
L. Punch,nan,Duranillan,6393,Touring Circuit,-33.5177615,116.7993165,WA
Cinema,Broken Bay Road,Ettalong Beach,2257,Indoor Cinema,-33.515167,151.33414199999999,NSW
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Spalding,5454,Touring Circuit,-33.499807000000004,138.607846,SA
Institute,nan,Spalding,5454,Indoor Cinema,-33.499101,138.60759199999998,SA
Cinema,nan,Davistown,2251,Indoor Cinema,-33.486387,151.360284,NSW
Roxy,High Street,Hillston,2675,Indoor Cinema,-33.485934,145.53081799999998,NSW
Cinema,Blackwall Road,Woy Woy,2256,Indoor Cinema,-33.485721000000005,151.32470700000002,NSW
"Allan Jones, No. 2",nan,Boyanup,6237,Touring Circuit,-33.482745,115.72773400000001,WA
Royal,208 Main Street,Lithgow,2790,Indoor Cinema,-33.482436,150.151607,NSW
Union,65 Bridge Street,Lithgow,2790,Indoor Cinema,-33.482207,150.161158,NSW
Trades Hall,Railway Parade,Lithgow,2790,Indoor Cinema,-33.480897999999996,150.15429699999999,NSW
S/Arts,Corner of Avoca and Empire Bay Drives,Kincumber,2251,Indoor Cinema,-33.464937,151.432387,NSW
Jewel,Kurrawyba Avenue,Terrigal,2260,Indoor Cinema,-33.447998,151.444469,NSW
Amusu,Pym Street,Millthorpe,2798,Indoor Cinema,-33.447875,149.183808,NSW
Pictures,nan,Tullibigeal,2669,Indoor Cinema,-33.447718,146.72265,NSW
Drive-In,The Entrance Road,Erina,2250,Drive-In,-33.438334000000005,151.377111,NSW
Imperial,Broad Street,Eugowra,2806,Indoor Cinema,-33.427031,148.371397,NSW
Regal,Corner of Mann and Donnison Streets,Gosford,2250,Indoor Cinema,-33.426945,151.34185300000001,NSW
Erina,nan,Gosford,2250,Drive-In,-33.425028000000005,151.342231,NSW
Valencia,203 Mann Street,Gosford,2250,Indoor Cinema,-33.424243,151.342416,NSW
Imrie & Aberline,Mayfair Hotel,Tullibigeal,2669,Touring Circuit,-33.421608,146.727869,NSW
Pictures,nan,Tullibigeal,2669,Indoor Cinema,-33.421459999999996,146.727133,NSW
Burlington,125 William Street,Bathurst,2795,Open Air Cinema,-33.420937,149.57599299999998,NSW
Tudor,125 William Street,Bathurst,2795,Indoor Cinema,-33.420934,149.57599,NSW
City,Howick Street,Bathurst,2795,Indoor Cinema,-33.417466999999995,149.581656,NSW
Memorial,Corner of Tweedie and Commens Streets,Wallerawang,2845,Indoor Cinema,-33.411770000000004,150.062423,NSW
Institute Hall,nan,Hallett,5419,Indoor Cinema,-33.411716,138.892776,SA
Forrest,Bussel Highway,Bunbury (South),6230,Drive-In,-33.3980614,115.63837360000001,WA
A. E. Randell,nan,Dardanup,6236,Touring Circuit,-33.398038,115.757797,WA
South West Picture Co.,nan,Dardanup,6236,Touring Circuit,-33.398035,115.75779399999999,WA
Grand,nan,Lidsdale,2790,Indoor Cinema,-33.390433,150.084428,NSW
Studio,Templar Street,Forbes,2871,Indoor Cinema,-33.385526,148.009758,NSW
Memorial,Wiseman's Ferry Road,Wiseman's Ferry,2775,Indoor Cinema,-33.38442,150.98664499999998,NSW
Strand,Spring Street,Forbes,2871,Indoor Cinema,-33.383562,148.00902,NSW
Royal,23 Killarney Street,Killarney Vale,2261,Indoor Cinema,-33.363892,151.457927,NSW
Mechanics Institute Hall,Throssel Street,Collie,6225,Indoor Cinema,-33.3608907,116.1555781,WA
Institute,nan,Georgetown,5472,Indoor Cinema,-33.359547,138.39261100000002,SA
Royal,33 Forrest Street,Collie,6225,Indoor Cinema,-33.358089,116.15154809999999,WA
Savoy,391 The Entrance Road,Long Jetty,2261,Indoor Cinema,-33.357295,151.485631,NSW
